1615515209,1.77
1615515239,1.31
1615515269,1.18
1615515299,1.06
1615515329,0.76
1615515359,0.75
1615515389,0.91
1615515419,0.97
1615515449,0.79
1615515479,0.63
1615515509,0.83
1615515539,1.89
1615515569,1.26
1615515599,1.14
1615515629,1.02
1615515659,3.31
1615515689,3.25
1615515719,2.68
1615515749,2.42
1615515779,2.43
1615515809,2.21
1615515839,2.01
1615515869,1.46
1615515899,1.26
1615515929,0.88
1615515959,1.02
1615515989,0.91
1615516019,1.49
1615516049,3.14
1615516079,2.01
1615516109,1.72
1615516139,1.37
1615516169,1.08
1615516199,0.98
1615516229,0.7
1615516259,1.29
1615516289,1.14
1615516319,0.81
1615516349,1.18
1615516379,0.93
1615516409,0.87
1615516439,0.74
1615516469,0.89
1615516499,0.8
1615516529,1.15
1615516559,1.27
1615516589,1.51
1615516619,1.37
1615516649,1.03
1615516679,2.21
1615516709,1.74
1615516739,1.5
1615516769,1.12
1615516799,1.36
1615516829,1.1
1615516859,1.86
1615516889,2.83
1615516919,2.46
1615516949,1.78
1615516979,1.53
1615517009,1.55
1615517039,1.39
1615517069,1.02
1615517099,0.95
1615517129,0.79
1615517159,1.37
1615517189,1.26
1615517219,1.17
1615517249,1.28
1615517279,1.55
1615517309,2.44
1615517339,2.77
1615517369,2.23
1615517399,1.71
1615517429,1.04
1615517459,1.44
1615517489,3.33
1615517519,2.07
1615517549,1.75
1615517579,1.73
1615517609,1.36
1615517639,1.42
1615517669,1.12
1615517699,0.95
1615517729,0.98
1615517759,1.1
1615517789,1
1615517819,1.56
1615517849,1.21
1615517879,0.99
1615517909,1.09
1615517939,1.16
1615517969,1.1
1615517999,1.3
1615518029,1.32
1615518059,1.79
1615518089,1.79
1615518119,1.67
1615518149,2.32
1615518179,2.03
1615518209,1.37
1615518239,1.69
1615518269,1.42
1615518299,1.34
1615518329,1.32
1615518359,2.3
1615518389,1.75
1615518419,2.12
1615518449,1.7
1615518479,1.18
1615518509,3.26
1615518539,3.37
1615518569,2.23
1615518599,1.49
1615518629,1.52
1615518659,1.34
1615518689,1.81
1615518719,1.65
1615518749,1.67
1615518779,1.4
1615518809,0.93
1615518839,0.83
1615518869,0.87
1615518899,0.59
1615518929,0.9
1615518959,0.98
1615518989,1.11
1615519019,1.06
1615519049,0.97
1615519079,1.15
1615519109,0.78
1615519139,0.73
1615519169,1.28
1615519199,1.12
1615519229,0.89
