1616155259.377,9.85423769272721e-09
1616155289.377,9.85404783796976e-09
1616155319.377,9.853858006710855e-09
1616155349.377,9.85367099042383e-09
1616155379.377,9.853482071776586e-09
1616155409.377,9.853296776879716e-09
1616155439.377,9.85310531604353e-09
1616155469.377,9.85291886226579e-09
1616155499.377,9.852734842453575e-09
1616155529.377,9.852555990552654e-09
1616155559.377,9.852375001530813e-09
1616155589.377,9.85211743489502e-09
1616155619.377,9.85192099701204e-09
1616155649.377,9.851740338665068e-09
1616155679.377,9.851556904751814e-09
1616155709.377,9.85137499811264e-09
1616155739.377,9.851197529960644e-09
1616155769.377,9.851018159698527e-09
1616155799.377,9.850840243467226e-09
1616155829.377,9.850657498059937e-09
1616155859.377,9.850481769989201e-09
1616155889.377,9.850301204849688e-09
1616155919.377,9.850120128863803e-09
1616155949.377,9.849939205067108e-09
1616155979.377,9.849759419790334e-09
1616156009.377,9.849580441443847e-09
1616156039.377,9.849399682988042e-09
1616156069.377,9.849220329686055e-09
1616156099.377,9.8490392368512e-09
1616156129.377,9.84885798900888e-09
1616156159.377,9.848678760513708e-09
1616156189.377,9.848496709581548e-09
1616156219.377,9.848319280456057e-09
1616156249.377,9.848140411017425e-09
1616156279.377,9.847964853558841e-09
1616156309.377,9.847783814969852e-09
1616156339.377,9.847604730624201e-09
1616156369.377,9.84742756798508e-09
1616156399.377,9.847251219789882e-09
1616156429.377,9.84707836056731e-09
1616156459.377,9.846906137663494e-09
1616156489.377,9.846734793407442e-09
1616156519.377,9.846564675129214e-09
1616156549.377,9.846392817602586e-09
1616156579.377,9.84851774900033e-09
1616156609.377,9.848425396077448e-09
1616156639.377,9.848333473257635e-09
1616156669.377,9.848243596981618e-09
1616156699.377,9.848149382218531e-09
1616156729.377,9.848059816419395e-09
1616156759.377,9.847970793735145e-09
1616156789.377,9.84787986537213e-09
1616156819.377,9.847788453793508e-09
1616156849.377,9.84769709240047e-09
1616156879.377,9.847604730624201e-09
1616156909.377,9.84751072203122e-09
1616156939.38,9.84741458185801e-09
1616156969.377,9.847322451643755e-09
1616156999.377,9.847229094892898e-09
1616157029.377,9.847138471124222e-09
1616157059.377,9.847047154112411e-09
1616157089.377,9.846953034961603e-09
1616157119.377,9.84686218195229e-09
1616157149.377,9.846770554948291e-09
1616157179.377,9.846679236680273e-09
1616157209.377,9.846590036963698e-09
1616157239.377,9.846499214891026e-09
1616157269.377,9.84640635850727e-09
1616157299.377,9.846316331580767e-09
1616157329.377,9.84622796249873e-09
1616157359.377,9.846141033042315e-09
1616157389.377,9.846052594398223e-09
1616157419.377,9.845960376566895e-09
1616157449.377,9.845873112540996e-09
1616157479.377,9.84578444443938e-09
1616157509.377,9.845695632528183e-09
1616157539.377,9.845607306899085e-09
1616157569.377,9.845521115408539e-09
1616157599.377,9.845431088513593e-09
1616157629.377,9.845342024494973e-09
1616157659.377,9.845254593726262e-09
1616157689.377,9.845164959414422e-09
1616157719.377,9.845075989059038e-09
1616157749.377,9.84498730300602e-09
1616157779.377,9.844900613529612e-09
1616157809.377,9.844808998797306e-09
1616157839.377,9.84471906569035e-09
1616157869.377,9.844631993270623e-09
1616157899.377,9.844543961316823e-09
1616157929.377,9.844461180411291e-09
1616157959.377,9.844377601375755e-09
1616157989.377,9.844293409995288e-09
1616158019.377,9.844427414277774e-09
1616158049.377,9.844270418124737e-09
1616158079.377,9.844116301874808e-09
1616158109.377,9.843964346555699e-09
1616158139.377,9.843811475371711e-09
1616158169.377,9.843656840554503e-09
1616158199.377,9.843501677675569e-09
1616158229.377,9.843349902816484e-09
1616158259.377,9.843195670054345e-09
1616158289.377,9.84303974663005e-09
1616158319.377,9.842885039175236e-09
1616158349.377,9.842730554562078e-09
1616158379.377,9.842576252404692e-09
1616158409.377,9.842421002498085e-09
1616158439.377,9.842264393233947e-09
1616158469.378,9.842113383030937e-09
1616158499.377,9.841958793486803e-09
1616158529.377,9.841813660837923e-09
1616158559.377,9.841666425798715e-09
1616158589.377,9.841517992542447e-09
1616158619.377,9.841369039145512e-09
1616158649.377,9.841217878858392e-09
